environment,battle_style,core_strength,personality,pokemon_name,img_url,type1
Forests & Jungles,Physical & Head-on,Raw Power,Bold & Competitive,Ariados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,bug
Forests & Jungles,Quick & Agile,Speed & Evasion,Energetic & Free-Spirited,Crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,poison
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,water
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,water
Cities & Plains,Physical & Head-on,Speed & Evasion,Bold & Competitive,Pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,electric
Mysterious Places,Strategic & Long-Range,Resilience,Calm & Loyal,Cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,fairy
Cities & Plains,Strategic & Long-Range,Resilience,Calm & Loyal,Igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,normal
Mysterious Places,Strategic & Long-Range,Resilience,Calm & Loyal,Togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,fairy
Mysterious Places,Strategic & Long-Range,Resilience,Calm & Loyal,Togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,fairy
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,psychic
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,psychic
Cities & Plains,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,electric
Cities & Plains,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,electric
Cities & Plains,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,electric
Forests & Jungles,Strategic & Long-Range,Resilience,Calm & Loyal,Bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,grass
Oceans & Lakes,Balanced & Versatile,Resilience,Adaptable & Friendly,Marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,water
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,water
Mountains & Caves,Physical & Head-on,Resilience,Bold & Competitive,Sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,rock
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,water
Forests & Jungles,Balanced & Versatile,Resilience,Calm & Loyal,Hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,grass
Forests & Jungles,Balanced & Versatile,Speed & Evasion,Energetic & Free-Spirited,Skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,grass
Forests & Jungles,Quick & Agile,Speed & Evasion,Energetic & Free-Spirited,Jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,grass
Cities & Plains,Physical & Head-on,Speed & Evasion,Bold & Competitive,Aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,normal
Forests & Jungles,Balanced & Versatile,Resilience,Calm & Loyal,Sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,grass
Forests & Jungles,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,grass
Forests & Jungles,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,bug
Oceans & Lakes,Physical & Head-on,Resilience,Bold & Competitive,Wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,water
Oceans & Lakes,Physical & Head-on,Resilience,Bold & Competitive,Quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,water
Mysterious Places,Quick & Agile,Raw Power,Mysterious & Cunning,Espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,psychic
Mysterious Places,Physical & Head-on,Resilience,Bold & Competitive,Umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,dark
Mysterious Places,Balanced & Versatile,Speed & Evasion,Energetic & Free-Spirited,Murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,dark
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,water
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,ghost
Mysterious Places,Balanced & Versatile,Raw Power,Mysterious & Cunning,Unown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,psychic
Mysterious Places,Balanced & Versatile,Resilience,Mysterious & Cunning,Wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,psychic
Cities & Plains,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,normal
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,bug
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,bug
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,normal
Mountains & Caves,Physical & Head-on,Resilience,Bold & Competitive,Gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,ground
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,steel
Mysterious Places,Physical & Head-on,Raw Power,Bold & Competitive,Snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,fairy
Mysterious Places,Physical & Head-on,Raw Power,Bold & Competitive,Granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,fairy
Oceans & Lakes,Physical & Head-on,Raw Power,Bold & Competitive,Qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,water
Forests & Jungles,Physical & Head-on,Raw Power,Bold & Competitive,Scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,bug
Forests & Jungles,Balanced & Versatile,Resilience,Adaptable & Friendly,Shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,bug
Forests & Jungles,Physical & Head-on,Raw Power,Bold & Competitive,Heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,bug
Mysterious Places,Quick & Agile,Speed & Evasion,Energetic & Free-Spirited,Sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,dark
Cities & Plains,Physical & Head-on,Raw Power,Bold & Competitive,Teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,normal
Cities & Plains,Physical & Head-on,Raw Power,Bold & Competitive,Ursaring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,normal
Mountains & Caves,Strategic & Long-Range,Raw Power,Bold & Competitive,Slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,fire
Mountains & Caves,Strategic & Long-Range,Resilience,Bold & Competitive,Magcargo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,fire
Oceans & Lakes,Physical & Head-on,Resilience,Bold & Competitive,Swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,ice
Oceans & Lakes,Physical & Head-on,Resilience,Bold & Competitive,Piloswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,ice
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,water
Oceans & Lakes,Balanced & Versatile,Raw Power,Adaptable & Friendly,Remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,water
Oceans & Lakes,Balanced & Versatile,Raw Power,Adaptable & Friendly,Octillery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,water
Oceans & Lakes,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,ice
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Mantine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,water
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,steel
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,dark
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,dark
Oceans & Lakes,Balanced & Versatile,Raw Power,Adaptable & Friendly,Kingdra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,water
Mountains & Caves,Physical & Head-on,Resilience,Bold & Competitive,Phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,ground
Mountains & Caves,Physical & Head-on,Raw Power,Bold & Competitive,Donphan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,ground
Cities & Plains,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Porygon2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,normal
Cities & Plains,Physical & Head-on,Raw Power,Bold & Competitive,Stantler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,normal
Cities & Plains,Balanced & Versatile,Speed & Evasion,Energetic & Free-Spirited,Smeargle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,normal
Mountains & Caves,Balanced & Versatile,Resilience,Bold & Competitive,Tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,fighting
Mountains & Caves,Physical & Head-on,Resilience,Bold & Competitive,Hitmontop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,fighting
Oceans & Lakes,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Smoochum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,ice
Cities & Plains,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,electric
Mountains & Caves,Physical & Head-on,Speed & Evasion,Bold & Competitive,Magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,fire
Cities & Plains,Quick & Agile,Resilience,Calm & Loyal,Miltank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,normal
Cities & Plains,Strategic & Long-Range,Resilience,Calm & Loyal,Blissey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,normal
Cities & Plains,Quick & Agile,Raw Power,Energetic & Free-Spirited,Raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,electric
Mountains & Caves,Quick & Agile,Resilience,Bold & Competitive,Entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,fire
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Suicune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,water
Mountains & Caves,Physical & Head-on,Raw Power,Bold & Competitive,Larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,rock
Mountains & Caves,Physical & Head-on,Raw Power,Bold & Competitive,Pupitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,rock
Mountains & Caves,Physical & Head-on,Raw Power,Bold & Competitive,Tyranitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,rock
Mysterious Places,Quick & Agile,Resilience,Mysterious & Cunning,Lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,psychic
Mountains & Caves,Physical & Head-on,Resilience,Bold & Competitive,Ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,fire
Mysterious Places,Quick & Agile,Resilience,Mysterious & Cunning,Celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,psychic
Forests & Jungles,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,grass
Forests & Jungles,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,grass
Forests & Jungles,Quick & Agile,Speed & Evasion,Energetic & Free-Spirited,Sceptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,grass
Mountains & Caves,Strategic & Long-Range,Raw Power,Bold & Competitive,Torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,fire
Mountains & Caves,Balanced & Versatile,Raw Power,Bold & Competitive,Combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,fire
Mountains & Caves,Physical & Head-on,Raw Power,Bold & Competitive,Blaziken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,fire
Oceans & Lakes,Physical & Head-on,Raw Power,Bold & Competitive,Mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,water
Oceans & Lakes,Physical & Head-on,Raw Power,Bold & Competitive,Marshtomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,water
Oceans & Lakes,Physical & Head-on,Raw Power,Bold & Competitive,Swampert,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,water
Mysterious Places,Physical & Head-on,Raw Power,Bold & Competitive,Poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,dark
Mysterious Places,Physical & Head-on,Raw Power,Bold & Competitive,Mightyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,dark
Cities & Plains,Balanced & Versatile,Speed & Evasion,Energetic & Free-Spirited,Zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,normal
Cities & Plains,Quick & Agile,Speed & Evasion,Energetic & Free-Spirited,Linoone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,normal
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,bug
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Silcoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,bug
Forests & Jungles,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Beautifly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,bug
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,bug
Forests & Jungles,Balanced & Versatile,Resilience,Adaptable & Friendly,Dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,bug
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,water
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Lombre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,water
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Ludicolo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,water
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,grass
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Nuzleaf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,grass
Forests & Jungles,Physical & Head-on,Raw Power,Bold & Competitive,Shiftry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,grass
Cities & Plains,Physical & Head-on,Speed & Evasion,Bold & Competitive,Taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,normal
Cities & Plains,Quick & Agile,Speed & Evasion,Energetic & Free-Spirited,Swellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,normal
Oceans & Lakes,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,water
Oceans & Lakes,Strategic & Long-Range,Resilience,Mysterious & Cunning,Pelipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,water
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,psychic
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Kirlia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,psychic
Mysterious Places,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Gardevoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,psychic
Forests & Jungles,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,bug
Forests & Jungles,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Masquerain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,bug
Forests & Jungles,Balanced & Versatile,Resilience,Calm & Loyal,Shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,grass
Forests & Jungles,Physical & Head-on,Raw Power,Bold & Competitive,Breloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,grass
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,normal
Cities & Plains,Physical & Head-on,Speed & Evasion,Bold & Competitive,Vigoroth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,normal
Cities & Plains,Quick & Agile,Raw Power,Adaptable & Friendly,Slaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,normal
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,bug
Forests & Jungles,Quick & Agile,Speed & Evasion,Energetic & Free-Spirited,Ninjask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,bug
Forests & Jungles,Physical & Head-on,Raw Power,Bold & Competitive,Shedinja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,bug
Cities & Plains,Balanced & Versatile,Resilience,Calm & Loyal,Whismur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,normal
Cities & Plains,Balanced & Versatile,Resilience,Calm & Loyal,Loudred,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,normal
Cities & Plains,Balanced & Versatile,Resilience,Calm & Loyal,Exploud,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,normal
Mountains & Caves,Physical & Head-on,Resilience,Bold & Competitive,Makuhita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,fighting
Mountains & Caves,Physical & Head-on,Resilience,Bold & Competitive,Hariyama,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,fighting
Cities & Plains,Balanced & Versatile,Resilience,Calm & Loyal,Azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,normal
Mountains & Caves,Balanced & Versatile,Resilience,Adaptable & Friendly,Nosepass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,rock
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Skitty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,normal
Cities & Plains,Physical & Head-on,Speed & Evasion,Bold & Competitive,Delcatty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,normal
Mysterious Places,Physical & Head-on,Raw Power,Bold & Competitive,Sableye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,dark
Cities & Plains,Physical & Head-on,Raw Power,Bold & Competitive,Mawile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,steel
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,steel
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Lairon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,steel
Cities & Plains,Physical & Head-on,Resilience,Bold & Competitive,Aggron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,steel
Mountains & Caves,Balanced & Versatile,Speed & Evasion,Bold & Competitive,Meditite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,fighting
Mountains & Caves,Balanced & Versatile,Speed & Evasion,Bold & Competitive,Medicham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,fighting
Cities & Plains,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,electric
Cities & Plains,Quick & Agile,Raw Power,Energetic & Free-Spirited,Manectric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,electric
Cities & Plains,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Plusle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,electric
Cities & Plains,Strategic & Long-Range,Speed & Evasion,Mysterious & Cunning,Minun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,electric
Forests & Jungles,Physical & Head-on,Resilience,Bold & Competitive,Volbeat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,bug
Forests & Jungles,Strategic & Long-Range,Resilience,Mysterious & Cunning,Illumise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,bug
Forests & Jungles,Strategic & Long-Range,Raw Power,Mysterious & Cunning,Roselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,grass
Forests & Jungles,Balanced & Versatile,Resilience,Adaptable & Friendly,Gulpin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,poison
Forests & Jungles,Balanced & Versatile,Resilience,Adaptable & Friendly,Swalot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,poison
Oceans & Lakes,Physical & Head-on,Raw Power,Bold & Competitive,Carvanha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,water
Oceans & Lakes,Physical & Head-on,Raw Power,Bold & Competitive,Sharpedo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,water
Oceans & Lakes,Balanced & Versatile,Resilience,Adaptable & Friendly,Wailmer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,water
Oceans & Lakes,Balanced & Versatile,Resilience,Adaptable & Friendly,Wailord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,water
Mountains & Caves,Strategic & Long-Range,Raw Power,Bold & Competitive,Numel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,fire
Mountains & Caves,Strategic & Long-Range,Raw Power,Bold & Competitive,Camerupt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,fire
Mountains & Caves,Balanced & Versatile,Resilience,Bold & Competitive,Torkoal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,fire
Mysterious Places,Strategic & Long-Range,Resilience,Mysterious & Cunning,Spoink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,psychic
Mysterious Places,Strategic & Long-Range,Resilience,Mysterious & Cunning,Grumpig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,psychic
Cities & Plains,Balanced & Versatile,Resilience,Calm & Loyal,Spinda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,normal
Mountains & Caves,Physical & Head-on,Raw Power,Bold & Competitive,Trapinch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,ground
Mountains & Caves,Physical & Head-on,Raw Power,Bold & Competitive,Vibrava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,ground
Mountains & Caves,Quick & Agile,Raw Power,Adaptable & Friendly,Flygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,ground
Forests & Jungles,Balanced & Versatile,Raw Power,Adaptable & Friendly,Cacnea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,grass
Forests & Jungles,Balanced & Versatile,Raw Power,Adaptable & Friendly,Cacturne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,grass
Cities & Plains,Balanced & Versatile,Resilience,Calm & Loyal,Swablu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,normal
Mysterious Places,Balanced & Versatile,Resilience,Bold & Competitive,Altaria,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,dragon
