environment,battle_style,core_strength,personality,social_style,pokemon_name,img_url,shiny_img_url,type1,pokedex_entry,hp,attack,defense,is_legendary,is_mythical
Anywhere,Swift Scout,Speed & Evasion,Playful & Energetic,Lone Wolf,Crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/169.png,poison,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,85,90,80,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/170.png,water,Chinchou blink their shining antennae at one another to claim their respective turf.,75,38,38,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/171.png,water,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,125,58,58,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Team Player,Pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/172.png,electric,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,20,40,15,False,False
Mythical Skies,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/173.png,fairy,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",50,25,28,False,False
Bustling Cities,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/174.png,normal,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",90,30,15,False,False
Mythical Skies,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/175.png,fairy,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,35,20,65,False,False
Mythical Skies,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/176.png,fairy,"They say that it will appear before kindhearted, car­ ing people and shower them with happiness.",55,40,85,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/177.png,psychic,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something.",40,50,45,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/178.png,psychic,They say that it stays still and quiet because it is seeing both the past and future at the same time.,65,75,70,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Playful & Energetic,Flexible,Mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/179.png,electric,"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you.",55,40,40,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Playful & Energetic,Flexible,Flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/180.png,electric,"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",70,55,55,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Playful & Energetic,Flexible,Ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/181.png,electric,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,90,75,85,False,False
Verdant Forests,Immovable Wall,Resilience,Gentle & Protective,Flexible,Bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/182.png,grass,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",75,80,95,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/183.png,water,"The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning.",70,20,50,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/184.png,water,It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.,100,50,80,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/185.png,rock,"Although it always pretends to be a tree, its composi­ tion appears to be closer to a rock than a plant.",70,100,115,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/186.png,water,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gather­ ing from far and wide.",90,75,75,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/187.png,grass,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",35,35,40,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Gentle & Protective,Flexible,Skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/188.png,grass,The bloom on top of its head opens and closes as the temperature fluc­ tuates up and down.,55,45,50,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Gentle & Protective,Flexible,Jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/189.png,grass,"Once it catches the wind, it deft­ ly controls its cotton-puff spores to float, even around the world.",75,55,70,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Team Player,Aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/190.png,normal,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,55,70,55,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/191.png,grass,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.",30,30,30,False,False
Verdant Forests,Versatile All-Rounder,Raw Power,Gentle & Protective,Flexible,Sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/192.png,grass,"It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still.",75,75,55,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/193.png,bug,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area.",65,65,45,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/194.png,water,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,55,45,45,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/195.png,water,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",95,85,85,False,False
Ancient Ruins,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Flexible,Espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/196.png,psychic,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.,65,65,60,False,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/197.png,dark,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",95,65,110,False,False
Ancient Ruins,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Lone Wolf,Murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/198.png,dark,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",60,85,42,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/199.png,water,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",95,75,80,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Lone Wolf,Misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/200.png,ghost,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,60,60,60,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Unown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/201.png,psychic,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.,48,72,48,False,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/202.png,psychic,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",190,33,58,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Stoic & Loyal,Team Player,Girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/203.png,normal,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",70,80,65,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/204.png,bug,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,50,65,90,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/205.png,bug,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,75,90,140,False,False
Bustling Cities,Methodical Warrior,Resilience,Gentle & Protective,Team Player,Dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/206.png,normal,"When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail.",100,70,70,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/207.png,ground,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.,65,75,105,False,False
Training Dojos,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/208.png,steel,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,75,85,200,False,False
Mythical Skies,Methodical Warrior,Raw Power,Gentle & Protective,Flexible,Snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/209.png,fairy,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",60,80,50,False,False
Mythical Skies,Methodical Warrior,Raw Power,Gentle & Protective,Flexible,Granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/210.png,fairy,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",90,120,75,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/211.png,water,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",65,95,85,False,False
Verdant Forests,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/212.png,bug,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,70,130,100,False,False
Verdant Forests,Immovable Wall,Resilience,Gentle & Protective,Flexible,Shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/213.png,bug,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,20,10,230,False,False
Verdant Forests,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/214.png,bug,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",80,125,75,False,False
Ancient Ruins,Swift Scout,Speed & Evasion,Playful & Energetic,Lone Wolf,Sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/215.png,dark,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",55,95,55,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/216.png,normal,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",60,80,50,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Ursaring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/217.png,normal,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",90,130,75,False,False
Volcanic Mountains,Versatile All-Rounder,Raw Power,Passionate & Fierce,Flexible,Slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/218.png,fire,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",40,40,40,False,False
Volcanic Mountains,Versatile All-Rounder,Resilience,Passionate & Fierce,Flexible,Magcargo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/219.png,fire,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,60,50,120,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/220.png,ice,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,50,50,40,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Piloswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/221.png,ice,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",100,100,80,False,False
Serene Waters,Immovable Wall,Resilience,Gentle & Protective,Flexible,Corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/222.png,water,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,65,55,95,False,False
Serene Waters,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/223.png,water,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.,35,65,35,False,False
Serene Waters,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Octillery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/224.png,water,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,75,105,75,False,False
Serene Waters,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/225.png,ice,It carries food all day long. There are tales about lost people who were saved by the food it had.,45,55,45,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Mantine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/226.png,water,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",85,40,70,False,False
Training Dojos,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/227.png,steel,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",65,80,140,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Lone Wolf,Houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/228.png,dark,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,45,60,30,False,False
Ancient Ruins,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Lone Wolf,Houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/229.png,dark,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",75,90,50,False,False
Serene Waters,Immovable Wall,Raw Power,Adaptable & Friendly,Flexible,Kingdra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/230.png,water,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,75,95,95,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/231.png,ground,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",90,60,60,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Donphan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/232.png,ground,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",90,120,120,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Stoic & Loyal,Team Player,Porygon2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/233.png,normal,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",85,80,90,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Stantler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/234.png,normal,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.,73,95,62,False,False
Bustling Cities,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Team Player,Smeargle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/235.png,normal,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,55,20,35,False,False
Training Dojos,Versatile All-Rounder,Resilience,Passionate & Fierce,Lone Wolf,Tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/236.png,fighting,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",35,35,35,False,False
Training Dojos,Immovable Wall,Resilience,Passionate & Fierce,Lone Wolf,Hitmontop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/237.png,fighting,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",50,95,95,False,False
Serene Waters,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Smoochum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/238.png,ice,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,45,30,15,False,False
Bustling Cities,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/239.png,electric,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",45,63,37,False,False
Volcanic Mountains,Methodical Warrior,Speed & Evasion,Passionate & Fierce,Flexible,Magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/240.png,fire,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",45,75,37,False,False
Bustling Cities,Methodical Warrior,Resilience,Gentle & Protective,Team Player,Miltank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/241.png,normal,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",95,80,105,False,False
Bustling Cities,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Blissey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/242.png,normal,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,255,10,10,False,False
Bustling Cities,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Lone Wolf,Raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/243.png,electric,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,90,85,75,True,False
Volcanic Mountains,Aggressive Brawler,Resilience,Passionate & Fierce,Lone Wolf,Entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/244.png,fire,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",115,115,85,True,False
Serene Waters,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Suicune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/245.png,water,It races around the world to purify fouled water. It dashes away with the north wind.,100,75,115,True,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/246.png,rock,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",50,64,50,False,False
